,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,feature,cluster,group.1,significant
MT-ND3_CD8 T-Cell,2.10162519678453e-44,-0.928146815388308,0.617,0.807,7.69236854527075e-40,MT-ND3,CD8 T-Cell,Cl_1_3,TRUE
RPL37_CD8 T-Cell,2.32230287634419e-44,-0.271455052179161,0.995,0.999,8.50009298799502e-40,RPL37,CD8 T-Cell,Cl_1_3,FALSE
MIR4435-2HG_CD8 T-Cell,2.40800657632002e-44,-1.02101496269379,0.271,0.534,8.81378567064654e-40,MIR4435-2HG,CD8 T-Cell,Cl_1_3,TRUE
SH2D1A_CD8 T-Cell,3.25671719961588e-44,-1.01825588390483,0.327,0.581,1.1920236294034e-39,SH2D1A,CD8 T-Cell,Cl_1_3,TRUE
HMOX2_CD8 T-Cell,9.09468611113167e-44,-0.930058384927291,0.313,0.587,3.32883701039642e-39,HMOX2,CD8 T-Cell,Cl_1_3,TRUE
MT-CYB_CD8 T-Cell,2.04959843733207e-43,-0.74910649568074,0.777,0.885,7.50194020032284e-39,MT-CYB,CD8 T-Cell,Cl_1_3,TRUE
TRBC2_CD8 T-Cell,2.16170182526697e-43,0.678358486684405,0.882,0.836,7.91226102084217e-39,TRBC2,CD8 T-Cell,Cl_1_3,TRUE
B4GALT5_CD8 T-Cell,3.17024237633541e-43,2.98092252868455,0.271,0.056,1.16037211458629e-38,B4GALT5,CD8 T-Cell,Cl_1_3,TRUE
SLC4A7_CD8 T-Cell,3.47635582408895e-43,-1.21690196029472,0.139,0.359,1.27241575873304e-38,SLC4A7,CD8 T-Cell,Cl_1_3,TRUE
RPS15_CD8 T-Cell,5.13485768313091e-43,-0.24404514193508,0.998,0.999,1.87946060917958e-38,RPS15,CD8 T-Cell,Cl_1_3,FALSE
B2M_CD8 T-Cell,7.70887136037154e-43,0.185576946763871,1,1,2.82160109532319e-38,B2M,CD8 T-Cell,Cl_1_3,FALSE
LAT_CD8 T-Cell,9.04402093568351e-43,-0.716994715424186,0.659,0.829,3.31029254287888e-38,LAT,CD8 T-Cell,Cl_1_3,TRUE
ARHGAP10_CD8 T-Cell,1.57081452685386e-42,1.39168838124228,0.522,0.319,5.74949533119049e-38,ARHGAP10,CD8 T-Cell,Cl_1_3,TRUE
CST7_CD8 T-Cell,2.57500701528525e-42,-0.365320574090229,0.981,0.995,9.42504067734709e-38,CST7,CD8 T-Cell,Cl_1_3,FALSE
STAT1_CD8 T-Cell,2.61166071470674e-42,1.28821592024485,0.655,0.522,9.5592005479696e-38,STAT1,CD8 T-Cell,Cl_1_3,TRUE
CD28_CD8 T-Cell,2.97758708939643e-42,-1.0758890595886,0.159,0.39,1.08985642646088e-37,CD28,CD8 T-Cell,Cl_1_3,TRUE
HMGA1_CD8 T-Cell,3.35350248756467e-42,-1.15432454061331,0.177,0.411,1.22744898049842e-37,HMGA1,CD8 T-Cell,Cl_1_3,TRUE
GPHN_CD8 T-Cell,5.11014486669603e-42,1.64936308813533,0.441,0.21,1.87041522410808e-37,GPHN,CD8 T-Cell,Cl_1_3,TRUE
ATP6V1G1_CD8 T-Cell,1.15838162495196e-41,-0.719673456141927,0.566,0.813,4.23990842364916e-37,ATP6V1G1,CD8 T-Cell,Cl_1_3,TRUE
ZFP36L2_CD8 T-Cell,1.76051338762388e-41,0.533335286996978,0.97,0.949,6.44383110138093e-37,ZFP36L2,CD8 T-Cell,Cl_1_3,FALSE
RPS9_CD8 T-Cell,3.16036996929249e-41,-0.34528216493083,0.973,0.994,1.15675861616044e-36,RPS9,CD8 T-Cell,Cl_1_3,FALSE
RHOH_CD8 T-Cell,8.87960214634252e-41,-0.79289312228812,0.448,0.718,3.25011197760429e-36,RHOH,CD8 T-Cell,Cl_1_3,TRUE
PRKCQ_CD8 T-Cell,1.09923393540235e-40,-0.868209299592732,0.332,0.606,4.02341605035969e-36,PRKCQ,CD8 T-Cell,Cl_1_3,TRUE
NMRAL1_CD8 T-Cell,1.10419533276501e-40,-1.15724450100359,0.144,0.359,4.04157575698648e-36,NMRAL1,CD8 T-Cell,Cl_1_3,TRUE
RPL19_CD8 T-Cell,1.25469515689648e-40,-0.268197597105987,0.997,0.999,4.59243521327248e-36,RPL19,CD8 T-Cell,Cl_1_3,FALSE
CASK_CD8 T-Cell,1.90165363036293e-40,1.17430253750268,0.591,0.413,6.96043261785441e-36,CASK,CD8 T-Cell,Cl_1_3,TRUE
UBL3_CD8 T-Cell,4.05978245136763e-40,2.00162559472295,0.371,0.156,1.48596157284958e-35,UBL3,CD8 T-Cell,Cl_1_3,TRUE
DENND4A_CD8 T-Cell,5.041202078104e-40,1.57008267810128,0.445,0.229,1.84518078462763e-35,DENND4A,CD8 T-Cell,Cl_1_3,TRUE
RRAS2_CD8 T-Cell,6.74918788881171e-40,-1.16931917660793,0.096,0.287,2.47033775106286e-35,RRAS2,CD8 T-Cell,Cl_1_3,TRUE
ATP8A1_CD8 T-Cell,1.6069458193665e-39,1.11417201163612,0.605,0.433,5.88174308804526e-35,ATP8A1,CD8 T-Cell,Cl_1_3,TRUE
CASP8_CD8 T-Cell,2.24128966535735e-39,1.06532426993262,0.633,0.482,8.20356843314097e-35,CASP8,CD8 T-Cell,Cl_1_3,TRUE
EZH2_CD8 T-Cell,2.85995924679689e-39,1.63956369677141,0.434,0.224,1.0468022835126e-34,EZH2,CD8 T-Cell,Cl_1_3,TRUE
CTSB_CD8 T-Cell,8.4816371685678e-39,-1.21523541679026,0.144,0.35,3.10444883643919e-34,CTSB,CD8 T-Cell,Cl_1_3,TRUE
FTL_CD8 T-Cell,8.92612453573313e-39,-0.455608250444057,0.972,0.989,3.26714010256904e-34,FTL,CD8 T-Cell,Cl_1_3,FALSE
TCF7_CD8 T-Cell,4.66388902256924e-38,-1.14956086132556,0.15,0.363,1.70707666004079e-33,TCF7,CD8 T-Cell,Cl_1_3,TRUE
FLT3LG_CD8 T-Cell,7.22842147449995e-38,-0.96115629878289,0.236,0.48,2.64574682809647e-33,FLT3LG,CD8 T-Cell,Cl_1_3,TRUE
VPS37B_CD8 T-Cell,8.74095506803285e-38,-0.897654188111572,0.234,0.484,3.19936437400138e-33,VPS37B,CD8 T-Cell,Cl_1_3,TRUE
CDKN2A_CD8 T-Cell,1.45381601748919e-37,-0.943708461433782,0.24,0.482,5.32125738721392e-33,CDKN2A,CD8 T-Cell,Cl_1_3,TRUE
TRAC_CD8 T-Cell,2.18670501362427e-37,1.0763167286723,0.62,0.476,8.00377769086754e-33,TRAC,CD8 T-Cell,Cl_1_3,TRUE
CACYBP_CD8 T-Cell,3.24368814883074e-37,-0.938687489388421,0.238,0.485,1.18725473623503e-32,CACYBP,CD8 T-Cell,Cl_1_3,TRUE
RPS8_CD8 T-Cell,4.13096449554392e-37,-0.276723857370753,0.996,0.997,1.51201562465899e-32,RPS8,CD8 T-Cell,Cl_1_3,FALSE
MRPL10_CD8 T-Cell,4.4385313887576e-37,-0.827857437134502,0.38,0.638,1.62459125891306e-32,MRPL10,CD8 T-Cell,Cl_1_3,TRUE
IFNG-AS1_CD8 T-Cell,6.16209029373074e-37,-1.21588409941261,0.095,0.271,2.25544828931133e-32,IFNG-AS1,CD8 T-Cell,Cl_1_3,TRUE
YWHAQ_CD8 T-Cell,7.66785826357344e-37,0.881622192917247,0.658,0.537,2.80658948163315e-32,YWHAQ,CD8 T-Cell,Cl_1_3,TRUE
CAST_CD8 T-Cell,8.29177453651253e-37,0.966809386278013,0.661,0.529,3.03495531585432e-32,CAST,CD8 T-Cell,Cl_1_3,TRUE
TSC22D3_CD8 T-Cell,1.19025099907495e-36,0.708851886960737,0.891,0.833,4.35655670681413e-32,TSC22D3,CD8 T-Cell,Cl_1_3,TRUE
DDIT4_CD8 T-Cell,1.48813796687463e-36,1.86134890769465,0.388,0.184,5.44688258635452e-32,DDIT4,CD8 T-Cell,Cl_1_3,TRUE
RAD21_CD8 T-Cell,1.95967479394333e-36,0.84052751233981,0.702,0.586,7.17280168079138e-32,RAD21,CD8 T-Cell,Cl_1_3,TRUE
ARL4C_CD8 T-Cell,5.81955361886258e-36,0.639934113693192,0.859,0.843,2.13007301557608e-31,ARL4C,CD8 T-Cell,Cl_1_3,TRUE
ATP2B1_CD8 T-Cell,6.21447039273357e-36,1.42837057260658,0.458,0.257,2.27462045314834e-31,ATP2B1,CD8 T-Cell,Cl_1_3,TRUE
PIK3R1_CD8 T-Cell,7.76664564782077e-36,-0.891998482451743,0.367,0.61,2.84274764001536e-31,PIK3R1,CD8 T-Cell,Cl_1_3,TRUE
PRKCB_CD8 T-Cell,7.99459690454804e-36,-0.640583962347316,0.628,0.825,2.92618235900267e-31,PRKCB,CD8 T-Cell,Cl_1_3,TRUE
PRDX1_CD8 T-Cell,8.83448442173663e-36,0.840788484042749,0.709,0.602,3.23359798804404e-31,PRDX1,CD8 T-Cell,Cl_1_3,TRUE
RPS12_CD8 T-Cell,1.05803767808829e-35,-0.313586489972624,0.995,0.999,3.87262950933877e-31,RPS12,CD8 T-Cell,Cl_1_3,FALSE
NCALD_CD8 T-Cell,1.30043517120247e-35,1.38658151526635,0.489,0.301,4.7598528136353e-31,NCALD,CD8 T-Cell,Cl_1_3,TRUE
MTFP1_CD8 T-Cell,1.62685912225281e-35,-1.35034660430291,0.101,0.275,5.95462975926972e-31,MTFP1,CD8 T-Cell,Cl_1_3,TRUE
TSHR_CD8 T-Cell,1.78485439753431e-35,1.83724048204101,0.402,0.217,6.53292406585508e-31,TSHR,CD8 T-Cell,Cl_1_3,TRUE
NPM1_CD8 T-Cell,3.42160168194163e-35,-0.438592589039213,0.904,0.964,1.25237464762428e-30,NPM1,CD8 T-Cell,Cl_1_3,FALSE
TMEM155_CD8 T-Cell,1.19856306476246e-34,1.24173430836501,0.545,0.41,4.38698052964356e-30,TMEM155,CD8 T-Cell,Cl_1_3,TRUE
CCDC85B_CD8 T-Cell,1.23152397448309e-34,-0.80540478534462,0.327,0.579,4.50762405140301e-30,CCDC85B,CD8 T-Cell,Cl_1_3,TRUE
SNRPD2_CD8 T-Cell,1.23353341660696e-34,-0.449290379919741,0.862,0.959,4.51497901146481e-30,SNRPD2,CD8 T-Cell,Cl_1_3,FALSE
IL32_CD8 T-Cell,1.36647132010006e-34,0.538336538876462,0.989,0.98,5.00155832583024e-30,IL32,CD8 T-Cell,Cl_1_3,FALSE
SERPINB1_CD8 T-Cell,4.16934757025032e-34,-0.89038604559658,0.284,0.51,1.52606459766302e-29,SERPINB1,CD8 T-Cell,Cl_1_3,TRUE
JUN_CD8 T-Cell,4.17154043282169e-34,1.27907916105531,0.575,0.402,1.5268672292214e-29,JUN,CD8 T-Cell,Cl_1_3,TRUE
FABP5_CD8 T-Cell,7.12036208347849e-34,-0.906372438895605,0.316,0.545,2.6061949297948e-29,FABP5,CD8 T-Cell,Cl_1_3,TRUE
MYL12A_CD8 T-Cell,1.5032480270066e-33,0.359205217591089,0.991,0.981,5.50218842844956e-29,MYL12A,CD8 T-Cell,Cl_1_3,FALSE
CCDC141_CD8 T-Cell,3.4107733675777e-33,1.75083271281025,0.367,0.176,1.24841126800079e-28,CCDC141,CD8 T-Cell,Cl_1_3,TRUE
PLAAT3_CD8 T-Cell,3.81395542240492e-33,-1.13645556076214,0.124,0.305,1.39598396370865e-28,PLAAT3,CD8 T-Cell,Cl_1_3,TRUE
SPATS2L_CD8 T-Cell,4.52948402033794e-33,-0.834301637890667,0.241,0.472,1.65788174112409e-28,SPATS2L,CD8 T-Cell,Cl_1_3,TRUE
CNST_CD8 T-Cell,5.22561822816372e-33,-0.974521733222079,0.173,0.381,1.91268078387249e-28,CNST,CD8 T-Cell,Cl_1_3,TRUE
IGF2R_CD8 T-Cell,6.23289424986894e-33,-0.807650850234614,0.254,0.49,2.28136395333703e-28,IGF2R,CD8 T-Cell,Cl_1_3,TRUE
STAT5B_CD8 T-Cell,6.82140103422058e-33,-1.10534969402273,0.182,0.386,2.49676920654542e-28,STAT5B,CD8 T-Cell,Cl_1_3,TRUE
MIR181A1HG_CD8 T-Cell,8.37325152469044e-33,1.98032693147348,0.294,0.102,3.06477752306719e-28,MIR181A1HG,CD8 T-Cell,Cl_1_3,TRUE
S100A4_CD8 T-Cell,9.80259267033973e-33,0.370403309690786,0.985,0.969,3.58794496919775e-28,S100A4,CD8 T-Cell,Cl_1_3,FALSE
GPX4_CD8 T-Cell,1.53954513170039e-32,-0.802196140783125,0.332,0.577,5.63504309104976e-28,GPX4,CD8 T-Cell,Cl_1_3,TRUE
RPL41_CD8 T-Cell,2.13032893819781e-32,-0.277304935541275,0.992,0.998,7.79742997959164e-28,RPL41,CD8 T-Cell,Cl_1_3,FALSE
RPL36_CD8 T-Cell,2.17314162350237e-32,-0.25378840689154,0.991,0.997,7.95413297034338e-28,RPL36,CD8 T-Cell,Cl_1_3,FALSE
TPST2_CD8 T-Cell,2.70209430784815e-32,-0.865774415456633,0.253,0.479,9.89020558558579e-28,TPST2,CD8 T-Cell,Cl_1_3,TRUE
RARA_CD8 T-Cell,2.74620685216017e-32,2.28297241405607,0.254,0.073,1.00516663202767e-27,RARA,CD8 T-Cell,Cl_1_3,TRUE
CIB1_CD8 T-Cell,2.82895190346739e-32,-0.60878884051119,0.537,0.765,1.03545297570713e-27,CIB1,CD8 T-Cell,Cl_1_3,TRUE
RIN3_CD8 T-Cell,2.91342096344778e-32,1.76416564772772,0.331,0.141,1.06637034104116e-27,RIN3,CD8 T-Cell,Cl_1_3,TRUE
HDGFL3_CD8 T-Cell,5.48483755047583e-32,1.86549554086521,0.317,0.129,2.00756024022516e-27,HDGFL3,CD8 T-Cell,Cl_1_3,TRUE
PMAIP1_CD8 T-Cell,6.58780557124139e-32,1.54371250372409,0.519,0.353,2.41126859518578e-27,PMAIP1,CD8 T-Cell,Cl_1_3,TRUE
TECR_CD8 T-Cell,6.61645143747535e-32,-0.842486935739435,0.317,0.544,2.42175355514473e-27,TECR,CD8 T-Cell,Cl_1_3,TRUE
PLSCR1_CD8 T-Cell,8.2515434103994e-32,-1.19337646582304,0.12,0.292,3.02022991907439e-27,PLSCR1,CD8 T-Cell,Cl_1_3,TRUE
MT-ATP8_CD8 T-Cell,1.78137874509205e-31,-0.753348238348877,0.675,0.826,6.52020248278593e-27,MT-ATP8,CD8 T-Cell,Cl_1_3,TRUE
SLC25A6_CD8 T-Cell,1.83747695652902e-31,-0.403918901003456,0.852,0.943,6.72553315628751e-27,SLC25A6,CD8 T-Cell,Cl_1_3,FALSE
NCOA7_CD8 T-Cell,3.15905614796192e-31,1.24776529706543,0.449,0.256,1.15627773127702e-26,NCOA7,CD8 T-Cell,Cl_1_3,TRUE
MCM5_CD8 T-Cell,4.53220127357573e-31,-1.25616849549362,0.123,0.294,1.65887631015419e-26,MCM5,CD8 T-Cell,Cl_1_3,TRUE
HIGD2A_CD8 T-Cell,5.03412787520609e-31,-0.542746691290378,0.734,0.863,1.84259148488293e-26,HIGD2A,CD8 T-Cell,Cl_1_3,FALSE
MRPS6_CD8 T-Cell,8.85884355042251e-31,1.18100348277892,0.495,0.333,3.24251391632565e-26,MRPS6,CD8 T-Cell,Cl_1_3,TRUE
MT-ND2_CD8 T-Cell,9.61252378136385e-31,-0.76847129370931,0.475,0.7,3.5183759544548e-26,MT-ND2,CD8 T-Cell,Cl_1_3,TRUE
MT1X_CD8 T-Cell,2.1255608006385e-30,-0.798289607558436,0.338,0.563,7.77997764249703e-26,MT1X,CD8 T-Cell,Cl_1_3,TRUE
HCST_CD8 T-Cell,3.1787597525493e-30,-0.353617496366118,0.922,0.977,1.16348964462809e-25,HCST,CD8 T-Cell,Cl_1_3,FALSE
CCND3_CD8 T-Cell,3.52385085431863e-30,0.592115765603813,0.807,0.76,1.28979988969771e-25,CCND3,CD8 T-Cell,Cl_1_3,TRUE
CTSD_CD8 T-Cell,3.53612162611544e-30,-0.672781977147454,0.422,0.659,1.29429123759077e-25,CTSD,CD8 T-Cell,Cl_1_3,TRUE
EEF1D_CD8 T-Cell,4.00615272627426e-30,-0.311701487901299,0.981,0.992,1.4663320208709e-25,EEF1D,CD8 T-Cell,Cl_1_3,FALSE
FBXW7_CD8 T-Cell,6.20716251520295e-30,1.38224966102187,0.435,0.262,2.27194562381459e-25,FBXW7,CD8 T-Cell,Cl_1_3,TRUE
RPS13_CD8 T-Cell,7.77241042119563e-30,-0.247573635850444,0.993,0.997,2.84485766236602e-25,RPS13,CD8 T-Cell,Cl_1_3,FALSE
AGTRAP_CD8 T-Cell,1.2519630892183e-29,-1.04933450599008,0.131,0.306,4.58243529915681e-25,AGTRAP,CD8 T-Cell,Cl_1_3,TRUE
COX7C_CD8 T-Cell,2.43169493069312e-29,-0.345039045989417,0.938,0.977,8.90048978532296e-25,COX7C,CD8 T-Cell,Cl_1_3,FALSE
RPL15_CD8 T-Cell,2.75692908992937e-29,-0.28110120927601,0.983,0.993,1.00909118549595e-24,RPL15,CD8 T-Cell,Cl_1_3,FALSE
CD27_CD8 T-Cell,2.8823894216486e-29,-0.433191378737826,0.846,0.935,1.05501217611182e-24,CD27,CD8 T-Cell,Cl_1_3,FALSE
RPL29_CD8 T-Cell,2.89202966623946e-29,-0.224853605277056,0.993,0.999,1.05854069843697e-24,RPL29,CD8 T-Cell,Cl_1_3,FALSE
MT-ATP6_CD8 T-Cell,3.00818611222925e-29,-0.718464662983304,0.53,0.726,1.10105628079815e-24,MT-ATP6,CD8 T-Cell,Cl_1_3,TRUE
BATF_CD8 T-Cell,3.88055141393551e-29,-1.01826255609911,0.197,0.382,1.42035942852868e-24,BATF,CD8 T-Cell,Cl_1_3,TRUE
RPS15A_CD8 T-Cell,3.99226663440771e-29,-0.199530653061436,0.996,0.999,1.46124943352591e-24,RPS15A,CD8 T-Cell,Cl_1_3,FALSE
S100A11_CD8 T-Cell,7.9343184019543e-29,0.736780058267807,0.729,0.654,2.90411922148331e-24,S100A11,CD8 T-Cell,Cl_1_3,TRUE
CCL4_CD8 T-Cell,3.03081972521101e-28,-0.609379222268162,0.303,0.537,1.10934063582173e-23,CCL4,CD8 T-Cell,Cl_1_3,TRUE
IL6ST_CD8 T-Cell,3.41688374427128e-28,1.68941582938564,0.362,0.198,1.25064778807818e-23,IL6ST,CD8 T-Cell,Cl_1_3,TRUE
ARHGEF3_CD8 T-Cell,3.44209683296936e-28,-1.09491192549055,0.134,0.301,1.25987628280344e-23,ARHGEF3,CD8 T-Cell,Cl_1_3,TRUE
TMEM258_CD8 T-Cell,4.95827044807256e-28,-0.497171470143535,0.685,0.85,1.81482614940352e-23,TMEM258,CD8 T-Cell,Cl_1_3,FALSE
MT-ND5_CD8 T-Cell,5.99935205585651e-28,-0.706607449658566,0.553,0.738,2.1958828394846e-23,MT-ND5,CD8 T-Cell,Cl_1_3,TRUE
VIM_CD8 T-Cell,9.86185020526465e-28,0.422599131618768,0.977,0.96,3.60963441213097e-23,VIM,CD8 T-Cell,Cl_1_3,FALSE
MCTP2_CD8 T-Cell,1.14680253625949e-27,-0.643971663497739,0.398,0.627,4.197526643217e-23,MCTP2,CD8 T-Cell,Cl_1_3,TRUE
COX4I1_CD8 T-Cell,1.22572132147367e-27,-0.306189680797105,0.944,0.989,4.48638518085792e-23,COX4I1,CD8 T-Cell,Cl_1_3,FALSE
CDK6_CD8 T-Cell,1.27050979624494e-27,-0.802665265797029,0.273,0.486,4.65031995621571e-23,CDK6,CD8 T-Cell,Cl_1_3,TRUE
RAP1GAP2_CD8 T-Cell,1.63441651130483e-27,-0.856528313049946,0.143,0.319,5.98229131467795e-23,RAP1GAP2,CD8 T-Cell,Cl_1_3,TRUE
SRPK2_CD8 T-Cell,1.87884140840055e-27,-0.66449740478155,0.393,0.623,6.87693532302768e-23,SRPK2,CD8 T-Cell,Cl_1_3,TRUE
PCED1B-AS1_CD8 T-Cell,3.03190519090961e-27,-0.478484324076625,0.767,0.901,1.10973793797674e-22,PCED1B-AS1,CD8 T-Cell,Cl_1_3,FALSE
RASGRP1_CD8 T-Cell,3.0934748173103e-27,0.899083962254386,0.602,0.485,1.13227365263192e-22,RASGRP1,CD8 T-Cell,Cl_1_3,TRUE
ADSL_CD8 T-Cell,3.58054167243401e-27,-0.851551190134063,0.193,0.383,1.3105498629443e-22,ADSL,CD8 T-Cell,Cl_1_3,TRUE
TNFRSF1B_CD8 T-Cell,6.43761215149361e-27,1.23325876594651,0.425,0.265,2.35629479968969e-22,TNFRSF1B,CD8 T-Cell,Cl_1_3,TRUE
RPTOR_CD8 T-Cell,6.86173684712761e-27,-0.877124632193765,0.154,0.331,2.51153292078565e-22,RPTOR,CD8 T-Cell,Cl_1_3,TRUE
HINT1_CD8 T-Cell,9.03295062872654e-27,-0.353511169924366,0.906,0.972,3.30624058912649e-22,HINT1,CD8 T-Cell,Cl_1_3,FALSE
SNHG7_CD8 T-Cell,9.61886079674211e-27,-0.77497773614509,0.283,0.489,3.52069542882355e-22,SNHG7,CD8 T-Cell,Cl_1_3,TRUE
FKBP1A_CD8 T-Cell,1.07460120459879e-26,-0.647133026293194,0.494,0.688,3.93325532907247e-22,FKBP1A,CD8 T-Cell,Cl_1_3,TRUE
PCSK1N_CD8 T-Cell,1.27732487664147e-26,1.12494819913672,0.451,0.264,4.6752645134831e-22,PCSK1N,CD8 T-Cell,Cl_1_3,TRUE
GLRX_CD8 T-Cell,1.38749222917912e-26,-1.01024937542687,0.175,0.348,5.0784990572414e-22,GLRX,CD8 T-Cell,Cl_1_3,TRUE
AKTIP_CD8 T-Cell,1.75347473009998e-26,1.88478108301913,0.279,0.115,6.41806820711196e-22,AKTIP,CD8 T-Cell,Cl_1_3,TRUE
EIF3G_CD8 T-Cell,2.49646330503235e-26,-0.458229963258455,0.725,0.856,9.13755498907939e-22,EIF3G,CD8 T-Cell,Cl_1_3,FALSE
ADA_CD8 T-Cell,3.59157252471558e-26,-0.915642078886504,0.159,0.333,1.3145873754964e-21,ADA,CD8 T-Cell,Cl_1_3,TRUE
ARHGAP15_CD8 T-Cell,5.28823114119747e-26,0.616194226603442,0.79,0.774,1.9355983623011e-21,ARHGAP15,CD8 T-Cell,Cl_1_3,TRUE
OGDH_CD8 T-Cell,6.58561127688166e-26,1.22069259188877,0.45,0.305,2.41046543956422e-21,OGDH,CD8 T-Cell,Cl_1_3,TRUE
RPL32_CD8 T-Cell,8.71409794202787e-26,-0.222868986297933,0.993,0.997,3.18953412874104e-21,RPL32,CD8 T-Cell,Cl_1_3,FALSE
TLE5_CD8 T-Cell,8.77462217217552e-26,-0.311038876732668,0.951,0.987,3.21168720745969e-21,TLE5,CD8 T-Cell,Cl_1_3,FALSE
ST8SIA1_CD8 T-Cell,8.79287775798544e-26,1.91312784626824,0.275,0.116,3.21836911697783e-21,ST8SIA1,CD8 T-Cell,Cl_1_3,TRUE
HNRNPLL_CD8 T-Cell,9.18940308298818e-26,-0.666055727703704,0.393,0.611,3.36350531643533e-21,HNRNPLL,CD8 T-Cell,Cl_1_3,TRUE
HSH2D_CD8 T-Cell,1.07586928588709e-25,-1.18484246061177,0.108,0.254,3.93789676020393e-21,HSH2D,CD8 T-Cell,Cl_1_3,TRUE
RPS2_CD8 T-Cell,1.09665387978876e-25,-0.286330744351704,0.986,0.997,4.01397253080282e-21,RPS2,CD8 T-Cell,Cl_1_3,FALSE
MYCBP2_CD8 T-Cell,1.67655762601517e-25,0.809329928532643,0.637,0.539,6.13653622274073e-21,MYCBP2,CD8 T-Cell,Cl_1_3,TRUE
KDELR2_CD8 T-Cell,2.24777612948097e-25,-0.720171790190887,0.286,0.496,8.22731018912625e-21,KDELR2,CD8 T-Cell,Cl_1_3,TRUE
DANCR_CD8 T-Cell,2.49678864653975e-25,-0.796916352910983,0.186,0.372,9.13874580406481e-21,DANCR,CD8 T-Cell,Cl_1_3,TRUE
UCP2_CD8 T-Cell,2.74236553095358e-25,-0.630510826371165,0.626,0.771,1.00376063163963e-20,UCP2,CD8 T-Cell,Cl_1_3,TRUE
UQCRB_CD8 T-Cell,5.1800876079601e-25,-0.398555306494247,0.814,0.926,1.89601566626556e-20,UQCRB,CD8 T-Cell,Cl_1_3,FALSE
RHOC_CD8 T-Cell,7.44986953344715e-25,0.767478635946855,0.636,0.526,2.72680124663233e-20,RHOC,CD8 T-Cell,Cl_1_3,TRUE
PLAAT4_CD8 T-Cell,1.18830743278075e-24,-0.428031040966263,0.83,0.933,4.34944286546412e-20,PLAAT4,CD8 T-Cell,Cl_1_3,FALSE
PKM_CD8 T-Cell,1.34272065318871e-24,0.592485151299557,0.771,0.727,4.91462613480131e-20,PKM,CD8 T-Cell,Cl_1_3,TRUE
CFLAR_CD8 T-Cell,1.70325375853616e-24,0.598591844321569,0.745,0.704,6.23424940699407e-20,CFLAR,CD8 T-Cell,Cl_1_3,TRUE
SUB1_CD8 T-Cell,1.79436191592886e-24,-0.484859433546586,0.88,0.919,6.56772348468283e-20,SUB1,CD8 T-Cell,Cl_1_3,FALSE
ATP1A1_CD8 T-Cell,1.89675380306788e-24,-0.766290563149527,0.204,0.395,6.94249826998905e-20,ATP1A1,CD8 T-Cell,Cl_1_3,TRUE
RPL17_CD8 T-Cell,1.95729652236411e-24,-0.271113926064137,0.988,0.993,7.1640967311571e-20,RPL17,CD8 T-Cell,Cl_1_3,FALSE
RPS7_CD8 T-Cell,2.15096304162106e-24,-0.202807195199891,0.995,0.999,7.87295492494141e-20,RPS7,CD8 T-Cell,Cl_1_3,FALSE
BCR_CD8 T-Cell,2.53430099611936e-24,-0.916891009903152,0.169,0.338,9.27604850599609e-20,BCR,CD8 T-Cell,Cl_1_3,TRUE
EHD1_CD8 T-Cell,3.17935791891651e-24,-0.848629389782487,0.184,0.359,1.16370858548182e-19,EHD1,CD8 T-Cell,Cl_1_3,TRUE
RPL36AL_CD8 T-Cell,3.41265378052539e-24,-0.298322825337276,0.967,0.991,1.2490995367479e-19,RPL36AL,CD8 T-Cell,Cl_1_3,FALSE
CD96_CD8 T-Cell,5.12879952704263e-24,0.73186700388783,0.684,0.614,1.87724320288814e-19,CD96,CD8 T-Cell,Cl_1_3,TRUE
MAP4_CD8 T-Cell,6.26281836941089e-24,1.10329270424572,0.459,0.315,2.29231677957177e-19,MAP4,CD8 T-Cell,Cl_1_3,TRUE
RPL26_CD8 T-Cell,6.310261633818e-24,-0.213675095664149,0.991,0.999,2.30968196321006e-19,RPL26,CD8 T-Cell,Cl_1_3,FALSE
WWOX_CD8 T-Cell,7.76313778566122e-24,1.28404190227159,0.398,0.24,2.84146369230772e-19,WWOX,CD8 T-Cell,Cl_1_3,TRUE
MT-ND1_CD8 T-Cell,8.16361151235555e-24,-0.672758333210294,0.548,0.728,2.98804508575238e-19,MT-ND1,CD8 T-Cell,Cl_1_3,TRUE
MT-ND6_CD8 T-Cell,1.58627647631055e-23,-0.765800877781517,0.326,0.524,5.80608915859188e-19,MT-ND6,CD8 T-Cell,Cl_1_3,TRUE
NOP10_CD8 T-Cell,3.80810461151522e-23,-0.640307139357297,0.319,0.522,1.3938424499068e-18,NOP10,CD8 T-Cell,Cl_1_3,TRUE
RASSF1_CD8 T-Cell,4.53573241753169e-23,0.839608669464196,0.564,0.452,1.66016877946495e-18,RASSF1,CD8 T-Cell,Cl_1_3,TRUE
NEK7_CD8 T-Cell,5.01721054695688e-23,-0.789410324965408,0.21,0.386,1.83639940439716e-18,NEK7,CD8 T-Cell,Cl_1_3,TRUE
ITGA4_CD8 T-Cell,5.49931774711021e-23,-0.386041656191103,0.301,0.527,2.01286028179728e-18,ITGA4,CD8 T-Cell,Cl_1_3,FALSE
DNPH1_CD8 T-Cell,7.60855086935152e-23,-0.693567714114046,0.192,0.374,2.78488178920004e-18,DNPH1,CD8 T-Cell,Cl_1_3,TRUE
